sn,z,tmax,mb,dmb,dm15,dm15err,color,dcolor
04D2mh,0.59,53374.1128399184,23.37570602673819,0.03290167910412663,0.7097014136960098,0.061977434368230666,,
04D2fp,0.415,53107.00509491091,22.539949031197356,0.01734461096368336,0.8746514346505592,0.14465036026671016,,
04D4in,0.516,53277.191239920416,22.834994183413226,0.00299120703943113,0.8225577742735766,0.058039417771594534,-0.05165481319751564,0.010041373626087613
04D4id,0.769,53260.277835897155,24.143959617470134,0.1061390610146222,0.9673054646008978,0.1523204233823839,,
04D3nh,0.34,53173.787999915934,22.11414955027217,0.011412124173185318,0.9393152812904475,0.028585345020413794,0.01577229433898708,0.016348807752371915
04D4bq,0.55,53192.37064993346,23.29627857684834,0.05852673673849956,0.8019813576178549,0.12107254555698281,,
04D1pg,0.515,53327.45613490037,23.54208624754739,0.03290142211252967,1.0075891081322226,0.054720938266971636,0.11804347741865229,0.05078322976590449
04D4gg,0.424,53244.34899993214,22.728040567481553,0.04193740894369654,0.7873337546926891,0.04833378139945361,0.08989891017063201,0.05344234558823804
04D4fx,0.629,53242.062047937136,23.428109438684178,0.03485486542937639,0.9190805186287889,0.08399007815537876,,
04D3df,0.47,53119.30399991512,23.488781232649234,0.03592466179480093,1.6006634528562955,0.1029006639183891,0.03067225915871319,0.0671924066112609
04D3cy,0.643,53100.273269926125,23.732531270976484,0.0700910688967446,1.0016302579183503,0.11857140699045549,,
04D2mj,0.513,53374.92688291563,23.80194393776622,0.0323082439484319,0.7319205398298507,0.13089656216964068,0.25051380824016434,0.048213299482874665
04D4jr,0.47,53297.22049990897,22.608624192442196,0.010405641070491717,0.7889198913243263,0.017758804306301664,-0.05855580890602141,0.07075330805195852
04D3kr,0.337,53165.73299993381,21.942119525418224,0.00552862501279051,0.8614223778639811,0.03294974458244563,0.0019674762591606054,0.011449837672023564
04D1oh,0.59,53307.63716991059,23.357633639897333,0.043718128782460675,0.8878324599536924,0.07493844627782086,,
04D1pu,0.639,53328.09599989455,24.01910201621533,0.08186692277112288,1.0930148744990262,0.15253900555483166,,
04D4ii,0.866,53272.78829191858,24.334813625636645,0.10237185309569166,0.5218022268876297,0.1537430445992876,,
04D4ic,0.687,53257.49499988686,24.11161215987639,0.04886952400121381,1.3027382516358088,0.2159058280044937,,
04D1de,0.768,53245.71688791899,24.09309715304102,0.04877273941193302,0.9628592619336018,0.11177486460956257,,
04D1ff,0.86,53251.417039918524,24.197405287159686,0.05366883074793912,1.120310997481269,0.0832292959706207,,
04D3hn,0.552,53137.18070389922,23.485401092104095,0.02190916964796767,1.2579437725329896,0.11993965776951375,,
04D3ny,0.81,53210.20346966485,24.301274990618086,0.10657721042677173,0.38518699814332535,0.3833276840579015,,
04D1ks,0.798,53290.34134992802,24.13618947386171,0.04651299211815293,0.9609199269073159,0.14228760573248944,,
04D3ks,0.75,53164.37324986584,23.82413358470743,0.07265116644993834,1.0268039574977479,0.2653919585369018,,
04D1sa,0.585,53358.36801989259,23.569219249902023,0.0436655021399243,0.9862620801834723,0.09430704856788587,,
04D4im,0.751,53285.27254193598,23.71500243908017,0.06645408472489185,1.1621893278116033,0.2374547918018976,,
04D1jd,0.778,53257.14606789771,24.41491206718015,0.07597467774686995,0.9256841836895333,0.1511920457782947,,
04D3fq,0.742,53119.96491591087,24.060801328925645,0.04025625903736276,1.02848510729401,0.13329309558336122,,
04D3lu,0.822,53169.410029933926,24.361111779095,0.07540062122078305,1.1937551412865872,0.1350002960989014,,
04D2kr,0.7441,53357.30574120177,23.83099993036483,0.024560512754782944,0.8098641012508594,0.06243648626590331,,
04D2gb,0.45,53108.171099909494,22.894227331348144,0.03729861382608554,1.3445429214229208,0.12742032549259147,,
04D1hy,0.85,53261.84099988584,24.258425525686366,0.05397061640761092,0.7522664444245066,0.08030517284052711,,
04D1qd,0.767,53329.82873190386,24.199940388993188,0.043382409081551075,1.1890283300206548,0.1016717002900731,,
04D2gc,0.521,53116.359515913704,23.288808740138766,0.02358162666212526,0.7863773115423527,0.025409903843939867,,
04D1kj,0.585,53296.74746490411,23.30998982348213,0.019969887150595073,1.0441853058899966,0.05086812851819622,,
04D4hu,0.703,53257.50997388367,23.91163155140116,0.11027503538523893,1.1863123645500195,0.17753279932322805,,
04D1si,0.702,53358.75563589273,23.824953277899947,0.06055488343401336,1.039587952297289,0.13654224607176849,,
04D3mk,0.813,53179.583395904774,24.2234167689361,0.0650540589261068,,,,
04D3oe,0.756,53194.00586791922,24.012676993578612,0.097042538045545,,,,
04D3do,0.61,53112.18599989149,23.55282046509772,0.0322504229149029,1.1608701927873,0.08791150209675248,,
04D2fs,0.357,53106.639684911795,22.40046808297382,0.021570589404676214,0.8733785206412676,0.09984690190627919,,
04D3fk,0.3578,53126.69599994108,22.518640700815364,0.018931344484907398,1.124512524664425,0.028677535986870138,0.10191679201186332,0.026006200481904104
04D3nc,0.817,53187.48851992275,24.252733480897877,0.06472027356049895,,,,
04D1sk,0.6634,53355.64820190349,24.02936217736617,0.03551734491072248,1.0532151353134367,0.11160495516055556,,
04D3co,0.62,53103.3918199273,24.118155595590782,0.6776780931335517,0.9258974588466344,0.6851950372194954,,
04D4ju,0.472,53292.95079991126,23.770018512610438,0.024154558318301815,0.9906374946637158,0.05593498414360729,0.1397456043298746,0.05315555607348084
04D1jg,0.5842,53273.34599993198,23.25147883684264,0.023990973950785144,1.0057771296234606,0.0634182634423462,,
04D1hd,0.369,53266.684595952574,22.132602251823965,0.005998661251140584,0.867888169246406,0.01064069763926762,-0.08538132784862285,0.010772138617440849
04D1pp,0.735,53319.2754048926,24.01100479111081,0.047907610277523036,0.9991856536795112,0.13460648100845057,,
04D4ib,0.699,53266.338575891816,23.54736449821382,0.021899409988229465,0.8144821635718813,0.07174379948649652,,
04D3ez,0.263,53115.43013592614,21.715664111963253,0.01695299123286679,1.196435031502439,0.05459958641118581,0.12034471790626355,0.03255857116927682
04D3cp,0.83,53109.01545989311,24.183719923644237,0.09379105168790709,0.7805793250984436,0.12926575285508388,,
04D1hx,0.56,53259.691159898524,23.678764816881642,0.027933089093661073,1.1136824807927113,0.07827732560926391,,
04D2mc,0.348,53365.97794394233,22.762380365844155,0.11150033976298832,1.0783151724553193,0.12188299328808254,0.19724815038392762,0.12854237417568157
04D1pc,0.77,53324.85729990753,24.541935195741747,0.032081963101235296,1.1195624991580573,0.09891788745743853,,
